event_id_x,timestamp,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,user_id,device_id,ip,account_id,event_id_y,src_ip,dst_ip,protocol,flow_duration,tls_version,cipher_suite,bytes_sent,bytes_received,label,event_type,isFraud
TX-04dbf798,2026-01-03 11:47:00,PAYMENT,567.58,U00009,22244.33,21676.75,U13268,U00009,DEV-43043a34,99.204.169.14,ACC-000398,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e2bffd1e,2026-01-03 11:49:00,TRANSFER,171.45,U00199,38835.81,38664.36,U66344,U00199,DEV-506efb75,89.55.13.159,ACC-000114,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fff48c0c,2026-01-03 11:51:00,PAYMENT,807.13,U00032,21611.92,20804.789999999997,U46004,U00032,DEV-54c80c2b,129.157.81.207,ACC-000372,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-3df42717,2026-01-03 11:57:00,PAYMENT,28.87,U00035,24871.01,24842.14,U55443,U00035,DEV-9847b7a0,147.94.98.110,ACC-000359,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-RING-0,2026-01-03 12:00:00,CASH_OUT,9500.0,U00010,10000.0,500.0,U-RINGDROP,U00010,DEV-RINGMASTER,203.0.113.55,ACC-000010,NET-RING-0,203.0.113.55,10.0.0.1,HTTP,800.0,TLSv1.2,TLS_AES_128_GCM_SHA256,1500.0,3000.0,BENIGN,session,1
TX-RING-1,2026-01-03 12:01:00,CASH_OUT,9500.0,U00011,10000.0,500.0,U-RINGDROP,U00011,DEV-RINGMASTER,203.0.113.55,ACC-000011,NET-RING-1,203.0.113.55,10.0.0.1,HTTP,800.0,TLSv1.2,TLS_AES_128_GCM_SHA256,1500.0,3000.0,BENIGN,session,1
TX-dce9f2fc,2026-01-03 12:02:00,CASH_OUT,826.43,U00108,40405.66,39579.23,U35609,U00108,DEV-ddc8ced0,146.125.83.236,ACC-000085,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-RING-2,2026-01-03 12:02:00,CASH_OUT,9500.0,U00012,10000.0,500.0,U-RINGDROP,U00012,DEV-RINGMASTER,203.0.113.55,ACC-000012,NET-RING-2,203.0.113.55,10.0.0.1,HTTP,800.0,TLSv1.2,TLS_AES_128_GCM_SHA256,1500.0,3000.0,BENIGN,session,1
TX-8a29dcdd,2026-01-03 12:02:00,CASH_OUT,1280.2,U00068,19719.35,18439.149999999998,U87803,U00068,DEV-ddaaffd3,86.140.31.89,ACC-000128,NET-92cfef74,86.140.31.89,10.0.0.1,UDP,4422.0,None,None,1888.0,2771.0,BENIGN,network_log,0
TX-RING-3,2026-01-03 12:03:00,CASH_OUT,9500.0,U00013,10000.0,500.0,U-RINGDROP,U00013,DEV-RINGMASTER,203.0.113.55,ACC-000013,NET-RING-3,203.0.113.55,10.0.0.1,HTTP,800.0,TLSv1.2,TLS_AES_128_GCM_SHA256,1500.0,3000.0,BENIGN,session,1
TX-RING-4,2026-01-03 12:04:00,CASH_OUT,9500.0,U00014,10000.0,500.0,U-RINGDROP,U00014,DEV-RINGMASTER,203.0.113.55,ACC-000014,NET-RING-4,203.0.113.55,10.0.0.1,HTTP,800.0,TLSv1.2,TLS_AES_128_GCM_SHA256,1500.0,3000.0,BENIGN,session,1
TX-29d42869,2026-01-03 12:05:00,PAYMENT,221.19,U00070,43701.42,43480.229999999996,U69168,U00070,DEV-604c222a,172.15.46.110,ACC-000207,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-5a5c71ce,2026-01-03 12:18:00,DEBIT,1062.49,U00197,40736.64,41799.13,U68340,U00197,DEV-8f4e80a3,55.138.247.238,ACC-000090,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-55cbe5d8,2026-01-03 12:20:00,CASH_IN,900.4,U00161,21805.37,22705.77,U93858,U00161,DEV-dfffd899,137.222.169.48,ACC-000383,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-a39910e6,2026-01-03 12:21:00,CASH_OUT,396.44,U00112,17822.14,17425.7,U57659,U00112,DEV-bde36768,11.133.196.120,ACC-000135,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-72527a3e,2026-01-03 12:23:00,CASH_IN,301.89,U00149,31386.19,31688.079999999998,U16592,U00149,DEV-faa76d3b,166.44.33.158,ACC-000226,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-7440faa2,2026-01-03 12:25:00,CASH_IN,23.82,U00132,38138.16,38161.98,U18019,U00132,DEV-1a98ebcd,177.131.245.109,ACC-000079,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2b71906f,2026-01-03 12:27:00,CASH_IN,1423.18,U00127,18966.59,20389.77,U34600,U00127,DEV-8ade24fe,130.178.209.170,ACC-000127,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c5c9b056,2026-01-03 12:31:00,DEBIT,1034.18,U00048,21377.11,22411.29,U69640,U00048,DEV-2e7432d6,50.224.154.4,ACC-000035,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f7869d78,2026-01-03 12:33:00,CASH_IN,818.31,U00163,38062.67,38880.979999999996,U83699,U00163,DEV-17299d6e,150.228.81.243,ACC-000165,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-746daa84,2026-01-03 12:36:00,CASH_OUT,219.23,U00080,13712.69,13493.460000000001,U36112,U00080,DEV-c4cf4012,138.252.224.41,ACC-000211,NET-2cebe457,138.252.224.41,10.0.0.1,UDP,13972.0,None,None,147.0,483.0,BENIGN,network_log,0
TX-8ce1f87b,2026-01-03 12:52:00,PAYMENT,1149.7,U00086,23318.33,22168.63,U26003,U00086,DEV-2cff4311,160.111.245.106,ACC-000062,NET-633fc4cd,160.111.245.106,10.0.0.1,UDP,4512.0,None,None,345.0,2210.0,BENIGN,network_log,0
TX-315b63fe,2026-01-03 13:07:00,CASH_OUT,649.79,U00047,10837.69,10187.900000000001,U58714,U00047,DEV-57314fef,180.153.53.68,ACC-000183,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-0aafdd23,2026-01-03 13:07:00,CASH_IN,50.11,U00186,21978.9,22029.010000000002,U48185,U00186,DEV-ba6b6ec2,108.97.69.35,ACC-000236,NET-3eb9bbc0,108.97.69.35,10.0.0.1,TCP,14953.0,TLSv1.2,TLS_RSA_WITH_AES_128_CBC_SHA,4185.0,3545.0,BENIGN,network_log,0
TX-39616f6a,2026-01-03 13:15:00,CASH_IN,782.55,U00025,49867.36,50649.91,U54223,U00025,DEV-377c79ff,81.141.5.97,ACC-000254,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c6e5d738,2026-01-03 13:17:00,DEBIT,67.29,U00002,40030.41,40097.700000000004,U58892,U00002,DEV-086876a0,14.185.158.92,ACC-000323,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-8642dc18,2026-01-03 13:18:00,PAYMENT,945.49,U00132,10726.34,9780.85,U71249,U00132,DEV-eb392f16,29.57.31.103,ACC-000095,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-64b3344b,2026-01-03 13:19:00,TRANSFER,1127.41,U00069,10698.57,9571.16,U10540,U00069,DEV-5e876457,31.124.86.194,ACC-000288,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-599c4594,2026-01-03 13:20:00,CASH_OUT,725.32,U00082,28145.86,27420.54,U44816,U00082,DEV-9849116b,45.19.146.241,ACC-000133,NET-1d3adf83,45.19.146.241,10.0.0.1,TCP,9769.0,TLSv1.1,None,3058.0,2939.0,BENIGN,network_log,0
TX-868ad975,2026-01-03 13:33:00,PAYMENT,1072.82,U00076,7208.78,6135.96,U52495,U00076,DEV-9747b6e9,53.39.58.99,ACC-000199,NET-017e5d60,53.39.58.99,10.0.0.1,UDP,12756.0,None,None,2781.0,3411.0,BENIGN,network_log,0
TX-3be83bbf,2026-01-03 13:36:00,DEBIT,1440.92,U00165,22912.62,24353.54,U38189,U00165,DEV-cb53af43,57.35.34.120,ACC-000240,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-d589f59c,2026-01-03 13:39:00,DEBIT,535.39,U00126,30126.98,30662.37,U93440,U00126,DEV-d33bc594,157.37.64.162,ACC-000217,NET-e98c3493,157.37.64.162,10.0.0.1,TCP,9335.0,None,None,119.0,3620.0,BENIGN,network_log,0
TX-010c5b6e,2026-01-03 13:52:00,CASH_OUT,1154.77,U00039,3039.8,1885.0300000000002,U52636,U00039,DEV-147787e4,13.145.240.245,ACC-000157,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-12900853,2026-01-03 13:57:00,DEBIT,1466.4,U00000,38447.81,39914.21,U82597,U00000,DEV-51bc598c,100.37.158.236,ACC-000076,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-b434b904,2026-01-03 13:59:00,CASH_OUT,985.11,U00056,21081.58,20096.47,U53426,U00056,DEV-44cee109,66.202.28.3,ACC-000181,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-539a0a89,2026-01-03 14:04:00,CASH_OUT,1185.28,U00083,3361.72,2176.4399999999996,U24796,U00083,DEV-81b845de,38.150.222.80,ACC-000232,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-73d31798,2026-01-03 14:14:00,PAYMENT,1305.07,U00042,24396.02,23090.95,U53850,U00042,DEV-3aff2710,39.133.91.135,ACC-000128,NET-0e70e9ab,39.133.91.135,10.0.0.1,TCP,1431.0,TLSv1.3,TLS_AES_256_GCM_SHA384,4780.0,2806.0,BENIGN,network_log,0
TX-cb076d32,2026-01-03 14:16:00,CASH_OUT,1260.89,U00037,44018.58,42757.69,U64269,U00037,DEV-867d408b,89.173.113.170,ACC-000372,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f8bd5a94,2026-01-03 14:19:00,DEBIT,511.4,U00074,31667.94,32179.34,U89121,U00074,DEV-8bc598a4,108.16.78.230,ACC-000027,NET-9549ab44,108.16.78.230,10.0.0.1,HTTP,2654.0,TLSv1.3,TLS_AES_256_GCM_SHA384,4264.0,238.0,BENIGN,network_log,0
TX-4c1e7cff,2026-01-03 14:22:00,TRANSFER,848.11,U00008,7482.42,6634.31,U68776,U00008,DEV-5b2ae364,64.174.248.98,ACC-000340,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-bd3eadaf,2026-01-03 14:33:00,CASH_IN,1054.04,U00026,10999.05,12053.09,U26601,U00026,DEV-a5d256a7,177.131.245.109,ACC-000322,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f62a0730,2026-01-03 14:33:00,DEBIT,1013.55,U00027,21262.18,22275.73,U77403,U00027,DEV-5837e1e2,26.234.18.150,ACC-000092,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-72f52fa2,2026-01-03 14:39:00,CASH_IN,625.75,U00143,7454.62,8080.37,U27460,U00143,DEV-18168e45,188.248.62.14,ACC-000020,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-5f9c3c3c,2026-01-03 14:42:00,PAYMENT,109.86,U00115,33113.09,33003.229999999996,U11385,U00115,DEV-398925ae,121.46.113.230,ACC-000060,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-09ee013e,2026-01-03 14:52:00,CASH_OUT,518.06,U00124,33196.08,32678.02,U97557,U00124,DEV-99374821,53.194.75.124,ACC-000395,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e1ed6e44,2026-01-03 14:57:00,DEBIT,1185.1,U00184,27219.11,28404.21,U34504,U00184,DEV-fe75d2b2,177.200.66.43,ACC-000345,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c80c9b32,2026-01-03 14:58:00,PAYMENT,30.88,U00041,44723.88,44693.0,U87200,U00041,DEV-bde36768,159.5.133.184,ACC-000327,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-6c99e053,2026-01-03 14:59:00,PAYMENT,1401.52,U00115,48179.83,46778.310000000005,U18320,U00115,DEV-e21a0062,21.1.170.66,ACC-000140,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-56fd1aeb,2026-01-03 15:00:00,TRANSFER,674.69,U00139,23946.2,23271.510000000002,U96017,U00139,DEV-18ec6211,111.141.97.62,ACC-000191,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e9aed792,2026-01-03 15:04:00,CASH_OUT,52.59,U00169,13352.38,13299.789999999999,U82129,U00169,DEV-c0ecb0f6,59.188.225.236,ACC-000271,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-d04587ae,2026-01-03 15:12:00,DEBIT,825.87,U00015,9704.34,10530.210000000001,U79177,U00015,DEV-45536af5,164.92.150.164,ACC-000220,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-37aac090,2026-01-03 15:23:00,PAYMENT,321.75,U00166,21845.84,21524.09,U92058,U00166,DEV-85707dac,168.128.70.49,ACC-000074,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-5b2c10a2,2026-01-03 15:33:00,PAYMENT,1343.18,U00121,738.01,-605.1700000000001,U98363,U00121,DEV-fe75d2b2,54.38.80.1,ACC-000347,NET-5c03286d,54.38.80.1,10.0.0.1,UDP,9465.0,None,None,4633.0,2006.0,BENIGN,network_log,0
TX-de59272b,2026-01-03 15:34:00,CASH_IN,740.87,U00186,1150.26,1891.13,U31354,U00186,DEV-ea912154,177.110.220.231,ACC-000092,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-a9650b23,2026-01-03 15:34:00,PAYMENT,932.13,U00035,49945.6,49013.47,U88586,U00035,DEV-d7a0a3d1,24.232.67.212,ACC-000312,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fcf50294,2026-01-03 15:42:00,DEBIT,1045.22,U00119,42615.23,43660.450000000004,U84199,U00119,DEV-96815096,92.243.77.31,ACC-000307,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-9c4fb2d3,2026-01-03 15:43:00,DEBIT,758.93,U00004,9069.2,9828.130000000001,U12486,U00004,DEV-02e00014,94.40.230.189,ACC-000061,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f8d65c2e,2026-01-03 15:53:00,PAYMENT,1360.15,U00033,10465.83,9105.68,U41973,U00033,DEV-4be1839a,90.29.25.244,ACC-000267,NET-040d274b,90.29.25.244,10.0.0.1,UDP,1170.0,None,None,135.0,3256.0,BENIGN,network_log,0
TX-a7336657,2026-01-03 16:00:00,CASH_OUT,523.34,U00167,8545.84,8022.5,U55838,U00167,DEV-39abf94c,98.220.56.145,ACC-000012,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-b232d33c,2026-01-03 16:00:00,TRANSFER,1059.94,U00025,15143.67,14083.73,U72154,U00025,DEV-f97f4f15,14.185.158.92,ACC-000038,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-cda4cd67,2026-01-03 16:02:00,PAYMENT,1018.35,U00160,34706.88,33688.53,U55134,U00160,DEV-0d8c3012,52.153.14.23,ACC-000375,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-743cd369,2026-01-03 16:05:00,DEBIT,1115.35,U00095,32715.94,33831.29,U48989,U00095,DEV-779cff4b,142.78.155.84,ACC-000038,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c47be52f,2026-01-03 16:08:00,CASH_IN,299.96,U00186,45027.68,45327.64,U81854,U00186,DEV-fafb35bb,188.71.240.229,ACC-000337,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-d8be8373,2026-01-03 16:23:00,CASH_OUT,781.33,U00105,33517.26,32735.93,U34687,U00105,DEV-a93e3773,156.213.15.254,ACC-000142,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-43d6ba33,2026-01-03 16:29:00,DEBIT,522.33,U00059,46094.61,46616.94,U96108,U00059,DEV-0bc7ec71,30.72.179.158,ACC-000259,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-be13960e,2026-01-03 16:47:00,CASH_IN,508.91,U00006,26437.84,26946.75,U90224,U00006,DEV-3f405068,27.176.123.53,ACC-000024,NET-d6740637,27.176.123.53,10.0.0.1,UDP,13279.0,None,None,2293.0,1360.0,BENIGN,network_log,0
TX-219a82cf,2026-01-03 16:55:00,DEBIT,961.71,U00070,44971.15,45932.86,U68886,U00070,DEV-38befe1f,85.78.100.168,ACC-000320,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-723a19f4,2026-01-03 17:03:00,CASH_IN,1290.36,U00082,15177.48,16467.84,U70149,U00082,DEV-741526bb,45.126.134.219,ACC-000217,NET-a2b7ea51,45.126.134.219,10.0.0.1,TCP,5177.0,None,None,1225.0,2315.0,BENIGN,network_log,0
TX-44f121ba,2026-01-03 17:08:00,TRANSFER,1469.88,U00198,1571.43,101.54999999999995,U74877,U00198,DEV-42ab5ea3,18.118.147.144,ACC-000388,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-baa5f2cb,2026-01-03 17:11:00,CASH_IN,1210.59,U00157,12662.21,13872.8,U63368,U00157,DEV-f50cf213,173.57.12.140,ACC-000386,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-cb9ed85f,2026-01-03 17:12:00,TRANSFER,1261.62,U00056,36697.27,35435.649999999994,U56391,U00056,DEV-a5d256a7,113.0.236.211,ACC-000397,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fc48028d,2026-01-03 17:13:00,CASH_IN,512.74,U00176,627.84,1140.58,U11110,U00176,DEV-709bbd8d,174.251.235.86,ACC-000092,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-5dee8e45,2026-01-03 17:13:00,CASH_IN,1200.28,U00072,35062.24,36262.52,U11430,U00072,DEV-52e2ac39,30.23.135.107,ACC-000127,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-673efa5d,2026-01-03 17:17:00,CASH_IN,794.39,U00196,4271.12,5065.51,U68387,U00196,DEV-fdf384f4,45.126.134.219,ACC-000142,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-317e7405,2026-01-03 17:24:00,DEBIT,1426.32,U00089,479.5,1905.82,U59105,U00089,DEV-20738ca6,27.120.187.185,ACC-000237,NET-f4cbcbfd,27.120.187.185,10.0.0.1,HTTP,13512.0,TLSv1.1,TLS_AES_256_GCM_SHA384,114.0,4638.0,BENIGN,network_log,0
TX-0e7375a0,2026-01-03 17:26:00,TRANSFER,1375.04,U00001,24623.54,23248.5,U64502,U00001,DEV-2cff4311,105.129.8.182,ACC-000006,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-02c53420,2026-01-03 17:28:00,DEBIT,547.88,U00049,16489.73,17037.61,U58348,U00049,DEV-6045ab5f,11.254.220.89,ACC-000002,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-35fe57a9,2026-01-03 17:29:00,TRANSFER,189.91,U00100,35867.72,35677.81,U24125,U00100,DEV-9a375991,68.10.137.20,ACC-000110,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e6ac809b,2026-01-03 17:35:00,TRANSFER,336.77,U00033,37184.94,36848.170000000006,U62931,U00033,DEV-c4cf4012,20.157.186.20,ACC-000073,NET-6ba8ca30,20.157.186.20,10.0.0.1,UDP,7386.0,None,None,573.0,3980.0,BENIGN,network_log,0
TX-efa27d86,2026-01-03 17:38:00,DEBIT,183.45,U00021,27164.2,27347.65,U38179,U00021,DEV-06947fb7,139.158.209.167,ACC-000243,NET-7df7d16a,139.158.209.167,10.0.0.1,UDP,6110.0,None,None,1106.0,489.0,BENIGN,network_log,0
TX-976bdfba,2026-01-03 17:49:00,CASH_OUT,445.6,U00021,896.18,450.5799999999999,U87374,U00021,DEV-9ba063db,185.159.60.151,ACC-000181,NET-300afd87,185.159.60.151,10.0.0.1,TCP,2044.0,TLSv1.1,TLS_AES_128_GCM_SHA256,3062.0,1402.0,BENIGN,network_log,0
TX-76830991,2026-01-03 17:52:00,DEBIT,892.38,U00099,10368.65,11261.029999999999,U18200,U00099,DEV-0f172bbe,58.122.196.119,ACC-000002,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-0fde2f2f,2026-01-03 18:03:00,CASH_IN,1122.69,U00054,9702.98,10825.67,U59844,U00054,DEV-506efb75,23.50.223.118,ACC-000018,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c79f4dc7,2026-01-03 18:08:00,CASH_OUT,1054.88,U00043,30059.6,29004.719999999998,U29562,U00043,DEV-65bb5682,97.73.160.163,ACC-000025,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-dae672a4,2026-01-03 18:09:00,DEBIT,1182.95,U00186,48334.35,49517.299999999996,U13836,U00186,DEV-f6fd1575,36.13.45.181,ACC-000111,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-301cd07a,2026-01-03 18:13:00,PAYMENT,1086.86,U00148,33236.74,32149.879999999997,U51486,U00148,DEV-54c80c2b,170.252.237.229,ACC-000315,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-3b8f4b98,2026-01-03 18:14:00,TRANSFER,1158.77,U00151,25384.5,24225.73,U85799,U00151,DEV-bde36768,143.194.230.226,ACC-000063,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-3f730355,2026-01-03 18:14:00,TRANSFER,894.04,U00161,10917.43,10023.39,U63083,U00161,DEV-06947fb7,187.120.31.60,ACC-000347,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-6c688f64,2026-01-03 18:22:00,DEBIT,734.51,U00001,38645.89,39380.4,U15750,U00001,DEV-cc307de0,86.219.156.30,ACC-000198,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-17add89a,2026-01-03 18:22:00,CASH_OUT,558.84,U00118,34090.6,33531.76,U41711,U00118,DEV-a67373b6,116.31.105.215,ACC-000258,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e2162cc7,2026-01-03 18:24:00,PAYMENT,811.22,U00084,29763.28,28952.059999999998,U18751,U00084,DEV-c9e206de,98.74.148.21,ACC-000048,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-9532635a,2026-01-03 18:32:00,CASH_IN,535.84,U00161,44483.54,45019.38,U77024,U00161,DEV-a1813c38,80.23.27.149,ACC-000032,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-bc21836e,2026-01-03 18:34:00,DEBIT,673.71,U00099,30057.0,30730.71,U21825,U00099,DEV-7c21ade9,24.4.87.42,ACC-000243,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-166e0378,2026-01-03 18:39:00,CASH_IN,1106.2,U00076,44343.94,45450.14,U49763,U00076,DEV-7021398d,58.122.196.119,ACC-000353,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-ed9edee6,2026-01-03 18:41:00,CASH_IN,1267.6,U00103,36287.5,37555.1,U46505,U00103,DEV-e5c4b111,156.213.15.254,ACC-000062,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-be8ce54e,2026-01-03 18:41:00,PAYMENT,1030.78,U00020,47334.27,46303.49,U12711,U00020,DEV-ea912154,61.67.187.139,ACC-000168,NET-b73c07df,61.67.187.139,10.0.0.1,UDP,11612.0,None,None,3111.0,1085.0,BENIGN,network_log,0
TX-5c146077,2026-01-03 18:42:00,CASH_IN,609.84,U00112,21896.76,22506.6,U29518,U00112,DEV-96020c32,103.81.15.73,ACC-000130,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f46a652a,2026-01-03 18:42:00,CASH_IN,1388.78,U00183,38672.3,40061.08,U37019,U00183,DEV-3027459e,163.20.221.165,ACC-000295,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-540197c2,2026-01-03 18:45:00,CASH_OUT,1333.16,U00015,40856.44,39523.28,U53202,U00015,DEV-f4f37283,174.251.235.86,ACC-000071,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-1ba3869a,2026-01-03 18:50:00,DEBIT,478.13,U00101,48391.38,48869.509999999995,U41775,U00101,DEV-77d397b8,124.136.168.154,ACC-000163,NET-dd49811e,124.136.168.154,10.0.0.1,TCP,7120.0,TLSv1.1,None,3208.0,1038.0,BENIGN,network_log,0
TX-91206580,2026-01-03 18:56:00,TRANSFER,656.75,U00135,1309.73,652.98,U97642,U00135,DEV-545aad5e,36.13.45.181,ACC-000098,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-aabb614b,2026-01-03 19:05:00,TRANSFER,568.22,U00061,21141.97,20573.75,U11908,U00061,DEV-3dbbc551,181.136.36.87,ACC-000102,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-218b905d,2026-01-03 19:09:00,PAYMENT,424.41,U00077,40752.17,40327.759999999995,U85215,U00077,DEV-81147506,159.75.220.65,ACC-000120,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-6acfcda5,2026-01-03 19:09:00,CASH_IN,1083.95,U00011,27569.73,28653.68,U43099,U00011,DEV-377c79ff,51.165.115.177,ACC-000065,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-1a5d1dfd,2026-01-03 19:11:00,PAYMENT,836.58,U00127,49778.37,48941.79,U71467,U00127,DEV-c728f615,62.34.51.17,ACC-000102,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-96a36737,2026-01-03 19:13:00,CASH_OUT,199.55,U00177,6911.42,6711.87,U71018,U00177,DEV-f15abf06,126.220.50.58,ACC-000291,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-9527e6b7,2026-01-03 19:15:00,CASH_IN,1290.79,U00129,30315.0,31605.79,U33255,U00129,DEV-c1eafb86,121.137.165.125,ACC-000350,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-4860a5a8,2026-01-03 19:19:00,PAYMENT,893.03,U00026,8998.43,8105.400000000001,U83880,U00026,DEV-296d9754,80.166.195.150,ACC-000374,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fe1ef048,2026-01-03 19:20:00,PAYMENT,403.76,U00167,14632.81,14229.05,U22197,U00167,DEV-cf429c2d,158.170.68.22,ACC-000295,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-7704fe0d,2026-01-03 19:20:00,DEBIT,355.85,U00033,10210.67,10566.52,U62600,U00033,DEV-aecc25d7,74.244.58.33,ACC-000160,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-cfde282f,2026-01-03 19:26:00,TRANSFER,1437.36,U00078,29214.08,27776.72,U68538,U00078,DEV-6a1ae44f,93.87.235.185,ACC-000033,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-90eca791,2026-01-03 19:28:00,CASH_IN,928.28,U00041,40496.56,41424.84,U26326,U00041,DEV-ff707961,179.13.67.7,ACC-000046,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2edda9a9,2026-01-03 19:29:00,CASH_OUT,838.36,U00078,24506.25,23667.89,U94489,U00078,DEV-8f8bcaec,116.208.169.238,ACC-000136,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c46b567a,2026-01-03 19:40:00,CASH_IN,384.33,U00188,11476.0,11860.33,U55314,U00188,DEV-7f5c312e,181.47.216.185,ACC-000388,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
